id,kategori,deger,aciklama
120388,D,482,Yok
120389,B,142,Yok
120390,A,447,Yok
120391,D,49,Yok
120392,D,432,Yok
120393,A,422,Yok
120394,B,348,Yok
120395,C,447,Yok
120396,A,309,Yok
120397,C,53,Yok
120398,D,156,Yok
120399,A,337,Yok
120400,D,320,Yok
120401,D,296,Yok
120402,D,491,Yok
120403,D,371,Yok
120404,D,333,Yok
120405,B,351,Yok
120406,D,382,Yok
120407,A,326,Yok
120408,C,488,Yok
120409,A,179,Yok
120410,A,269,Yok
120411,B,188,Yok
120412,D,39,Yok
120413,C,475,Yok
120414,C,163,Yok
120415,D,186,Yok
120416,C,169,Yok
120417,B,360,Yok
120418,D,433,Yok
120419,C,349,Yok
120420,A,135,Yok
120421,C,210,Yok
120422,A,39,Yok
120423,D,474,Yok
120424,A,142,Yok
120425,A,359,Yok
120426,B,267,Yok
120427,B,171,Yok
120428,D,168,Yok
120429,B,167,Yok
120430,D,163,Yok
120431,B,191,Yok
120432,A,274,Yok
120433,D,279,Yok
120434,A,350,Yok
120435,C,40,Yok
120436,D,17,Yok
120437,D,449,Yok
120438,D,456,Yok
120439,B,421,Yok
120440,C,350,Yok
120441,B,362,Yok
120442,B,160,Yok
120443,C,88,Yok
120444,D,103,Yok
120445,B,416,Yok
120446,C,251,Yok
120447,A,304,Yok
120448,D,498,Yok
120449,A,190,Yok
120450,D,415,Yok
120451,D,477,Yok
120452,C,43,Yok
120453,C,96,Yok
120454,A,388,Yok
120455,A,271,Yok
120456,B,196,Yok
120457,B,126,Yok
120458,D,141,Yok
120459,A,137,Yok
120460,B,373,Yok
120461,C,248,Yok
120462,C,211,Yok
120463,A,111,Yok
120464,C,493,Yok
120465,B,149,Yok
120466,B,260,Yok
120467,A,353,Yok
120468,B,270,Yok
120469,A,497,Yok
120470,B,495,Yok
120471,B,207,Yok
120472,B,492,Yok
120473,A,372,Yok
120474,A,34,Yok
120475,B,142,Yok
120476,B,112,Yok
120477,B,196,Yok
120478,C,465,Yok
120479,D,25,Yok
120480,D,432,Yok
120481,C,197,Yok
120482,D,168,Yok
120483,D,317,Yok
120484,D,345,Yok
120485,B,242,Yok
120486,C,460,Yok
120487,B,92,Yok
120488,D,179,Yok
120489,C,199,Yok
120490,C,470,Yok
120491,B,265,Yok
120492,A,342,Yok
120493,C,399,Yok
120494,A,240,Yok
120495,D,117,Yok
120496,C,288,Yok
120497,A,50,Yok
120498,A,198,Yok
120499,B,271,Yok
120500,A,387,Yok
120501,D,250,Yok
120502,D,443,Yok
120503,C,333,Yok
120504,B,496,Yok
120505,B,194,Yok
120506,B,194,Yok
120507,D,428,Yok
120508,A,200,Yok
120509,D,121,Yok
120510,D,172,Yok
120511,A,26,Yok
120512,D,431,Yok
120513,C,179,Yok
120514,C,499,Yok
120515,C,384,Yok
120516,C,435,Yok
120517,C,34,Yok
120518,B,452,Yok
120519,D,294,Yok
120520,A,15,Yok
120521,B,279,Yok
120522,A,484,Yok
120523,D,437,Yok
120524,B,185,Yok
120525,A,300,Yok
120526,C,79,Yok
120527,B,321,Yok
120528,C,273,Yok
120529,B,167,Yok
120530,D,165,Yok
120531,B,36,Yok
120532,D,136,Yok
120533,B,54,Yok
120534,D,362,Yok
120535,C,355,Yok
120536,D,386,Yok
120537,C,409,Yok
120538,B,279,Yok
120539,B,328,Yok
120540,B,197,Yok
120541,B,225,Yok
120542,C,66,Yok
120543,A,197,Yok
120544,A,316,Yok
120545,D,360,Yok
120546,B,458,Yok
120547,B,93,Yok
120548,A,391,Yok
120549,A,311,Yok
120550,B,392,Yok
120551,B,233,Yok
120552,A,287,Yok
120553,C,33,Yok
120554,B,492,Yok
120555,A,315,Yok
120556,C,331,Yok
120557,A,399,Yok
120558,B,261,Yok
120559,D,394,Yok
120560,A,174,Yok
120561,D,488,Yok
120562,D,394,Yok
120563,B,489,Yok
120564,C,162,Yok
120565,D,499,Yok
120566,C,59,Yok
120567,B,450,Yok
120568,B,379,Yok
120569,B,331,Yok
120570,C,178,Yok
120571,A,484,Yok
120572,D,143,Yok
120573,B,346,Yok
120574,D,437,Yok
120575,C,461,Yok
120576,C,175,Yok
120577,D,409,Yok
120578,A,307,Yok
120579,B,93,Yok
120580,A,195,Yok
120581,D,109,Yok
120582,B,129,Yok
120583,B,360,Yok
120584,D,128,Yok
120585,B,255,Yok
120586,A,312,Yok
120587,C,230,Yok
120588,C,458,Yok
120589,D,259,Yok
120590,C,116,Yok
120591,C,413,Yok
120592,D,454,Yok
120593,D,435,Yok
120594,B,36,Yok
120595,D,440,Yok
120596,A,140,Yok
120597,D,41,Yok
120598,B,218,Yok
120599,B,464,Yok
120600,D,447,Yok
120601,A,73,Yok
120602,B,283,Yok
120603,A,50,Yok
120604,B,262,Yok
120605,C,388,Yok
120606,B,125,Yok
120607,B,270,Yok
120608,B,123,Yok
120609,B,311,Yok
120610,B,318,Yok
120611,D,60,Yok
120612,D,185,Yok
120613,A,321,Yok
120614,C,12,Yok
120615,D,152,Yok
120616,C,277,Yok
120617,A,171,Yok
120618,A,396,Yok
120619,B,81,Yok
120620,D,308,Yok
120621,B,68,Yok
120622,B,135,Yok
120623,A,267,Yok
120624,B,412,Yok
120625,A,174,Yok
120626,D,361,Yok
120627,D,32,Yok
120628,B,26,Yok
120629,A,301,Yok
120630,D,201,Yok
120631,C,216,Yok
120632,D,374,Yok
120633,A,419,Yok
120634,B,78,Yok
120635,A,37,Yok
120636,B,243,Yok
120637,D,162,Yok
120638,B,196,Yok
120639,B,436,Yok
120640,B,116,Yok
120641,B,407,Yok
120642,C,324,Yok
120643,C,24,Yok
120644,B,345,Yok
120645,A,351,Yok
120646,A,114,Yok
120647,D,412,Yok
120648,C,387,Yok
120649,D,471,Yok
120650,D,185,Yok
120651,C,236,Yok
120652,B,484,Yok
120653,A,384,Yok
120654,D,193,Yok
120655,A,445,Yok
120656,B,343,Yok
120657,D,454,Yok
120658,A,423,Yok
120659,C,331,Yok
120660,D,121,Yok
120661,B,255,Yok
120662,D,475,Yok
120663,D,215,Yok
120664,A,368,Yok
120665,A,466,Yok
120666,C,95,Yok
120667,B,277,Yok
120668,C,84,Yok
120669,A,17,Yok
120670,B,361,Yok
120671,C,238,Yok
120672,D,32,Yok
120673,C,495,Yok
120674,B,251,Yok
120675,D,499,Yok
120676,A,31,Yok
120677,D,163,Yok
120678,B,464,Yok
120679,D,57,Yok
120680,C,102,Yok
120681,C,261,Yok
120682,D,301,Yok
120683,B,233,Yok
120684,B,284,Yok
120685,B,259,Yok
120686,B,393,Yok
120687,C,277,Yok
120688,B,261,Yok
120689,B,306,Yok
120690,D,367,Yok
120691,D,483,Yok
120692,C,201,Yok
120693,C,117,Yok
120694,C,379,Yok
120695,B,104,Yok
120696,D,178,Yok
120697,D,470,Yok
120698,B,396,Yok
120699,A,439,Yok
120700,B,102,Yok
120701,A,201,Yok
120702,B,297,Yok
120703,C,263,Yok
120704,A,485,Yok
120705,A,341,Yok
120706,C,131,Yok
120707,A,221,Yok
120708,D,398,Yok
120709,B,295,Yok
120710,A,122,Yok
120711,C,381,Yok
120712,B,369,Yok
120713,A,174,Yok
120714,B,380,Yok
120715,A,20,Yok
120716,D,16,Yok
120717,C,199,Yok
120718,D,122,Yok
120719,D,12,Yok
120720,A,110,Yok
120721,D,34,Yok
120722,C,174,Yok
120723,B,221,Yok
120724,B,356,Yok
120725,B,436,Yok
120726,A,181,Yok
120727,C,145,Yok
120728,A,349,Yok
120729,D,121,Yok
120730,C,478,Yok
120731,D,110,Yok
120732,C,364,Yok
120733,B,82,Yok
120734,C,122,Yok
120735,A,137,Yok
120736,B,480,Yok
120737,C,296,Yok
120738,A,437,Yok
120739,A,69,Yok
120740,D,385,Yok
120741,B,231,Yok
120742,C,290,Yok
120743,C,487,Yok
120744,B,142,Yok
120745,D,419,Yok
120746,D,261,Yok
120747,B,398,Yok
120748,B,474,Yok
120749,B,279,Yok
120750,A,327,Yok
120751,B,353,Yok
120752,D,479,Yok
120753,C,330,Yok
120754,C,369,Yok
120755,D,201,Yok
120756,C,230,Yok
120757,D,254,Yok
120758,A,88,Yok
120759,C,296,Yok
120760,A,110,Yok
120761,C,255,Yok
120762,B,238,Yok
120763,A,120,Yok
120764,A,370,Yok
120765,A,160,Yok
120766,D,167,Yok
120767,C,34,Yok
120768,B,117,Yok
120769,D,268,Yok
120770,C,99,Yok
120771,A,151,Yok
120772,D,34,Yok
120773,B,307,Yok
120774,A,176,Yok
120775,D,90,Yok
120776,A,450,Yok
120777,C,33,Yok
120778,C,471,Yok
120779,B,190,Yok
120780,C,388,Yok
120781,C,100,Yok
120782,C,282,Yok
120783,A,438,Yok
120784,A,199,Yok
120785,C,373,Yok
120786,A,276,Yok
120787,C,279,Yok
120788,B,405,Yok
120789,D,400,Yok
120790,D,252,Yok
120791,C,117,Yok
120792,B,110,Yok
120793,C,298,Yok
120794,D,182,Yok
120795,B,313,Yok
120796,A,446,Yok
120797,D,314,Yok
120798,D,218,Yok
120799,C,411,Yok
120800,B,46,Yok
120801,B,269,Yok
120802,A,172,Yok
120803,B,66,Yok
120804,C,90,Yok
120805,B,318,Yok
120806,B,378,Yok
120807,B,129,Yok
120808,A,25,Yok
120809,A,460,Yok
120810,D,92,Yok
120811,D,28,Yok
120812,A,399,Yok
120813,B,476,Yok
120814,A,151,Yok
120815,A,181,Yok
120816,C,452,Yok
120817,B,480,Yok
120818,A,278,Yok
120819,C,242,Yok
120820,D,230,Yok
120821,C,65,Yok
120822,B,72,Yok
120823,D,200,Yok
120824,D,20,Yok
120825,B,454,Yok
120826,D,123,Yok
120827,D,82,Yok
120828,C,76,Yok
120829,D,229,Yok
120830,B,83,Yok
120831,D,38,Yok
120832,C,220,Yok
120833,A,269,Yok
120834,D,132,Yok
120835,B,49,Yok
120836,A,392,Yok
120837,D,153,Yok
120838,B,72,Yok
120839,C,290,Yok
120840,A,300,Yok
120841,C,495,Yok
120842,C,343,Yok
120843,C,445,Yok
120844,B,127,Yok
120845,B,271,Yok
120846,C,278,Yok
120847,C,222,Yok
120848,B,466,Yok
120849,D,198,Yok
120850,A,12,Yok
120851,B,414,Yok
120852,D,334,Yok
120853,B,205,Yok
120854,B,14,Yok
120855,A,140,Yok
120856,B,56,Yok
120857,D,185,Yok
120858,B,221,Yok
120859,A,339,Yok
120860,B,310,Yok
120861,C,174,Yok
120862,A,141,Yok
120863,B,44,Yok
120864,C,347,Yok
120865,C,88,Yok
120866,A,267,Yok
120867,A,56,Yok
120868,B,326,Yok
120869,D,237,Yok
120870,A,263,Yok
120871,B,352,Yok
120872,C,143,Yok
120873,C,210,Yok
120874,B,374,Yok
120875,A,482,Yok
120876,B,50,Yok
120877,B,365,Yok
120878,A,127,Yok
120879,D,282,Yok
120880,D,227,Yok
120881,D,147,Yok
120882,B,463,Yok
120883,A,481,Yok
120884,D,116,Yok
120885,A,136,Yok
120886,D,249,Yok
120887,C,493,Yok
120888,C,241,Yok
120889,A,473,Yok
120890,D,200,Yok
120891,A,114,Yok
120892,A,54,Yok
120893,A,21,Yok
120894,B,466,Yok
120895,D,314,Yok
120896,D,395,Yok
120897,A,95,Yok
120898,C,154,Yok
120899,A,452,Yok
120900,C,272,Yok
120901,D,285,Yok
120902,D,237,Yok
120903,A,127,Yok
120904,B,474,Yok
120905,D,453,Yok
120906,D,363,Yok
120907,D,211,Yok
120908,B,326,Yok
120909,D,211,Yok
120910,A,198,Yok
120911,C,246,Yok
120912,D,250,Yok
120913,D,118,Yok
120914,B,409,Yok
120915,C,240,Yok
120916,C,26,Yok
120917,B,286,Yok
120918,A,308,Yok
120919,D,478,Yok
120920,C,103,Yok
120921,C,117,Yok
120922,A,394,Yok
120923,A,115,Yok
120924,D,20,Yok
120925,B,256,Yok
120926,B,168,Yok
120927,A,228,Yok
120928,A,475,Yok
120929,C,390,Yok
120930,A,374,Yok
120931,C,330,Yok
120932,B,51,Yok
120933,B,425,Yok
120934,C,244,Yok
120935,D,16,Yok
120936,B,466,Yok
120937,D,118,Yok
120938,C,120,Yok
120939,D,483,Yok
120940,C,170,Yok
120941,C,278,Yok
120942,A,144,Yok
120943,B,237,Yok
120944,B,433,Yok
120945,C,481,Yok
120946,D,343,Yok
120947,A,82,Yok
120948,D,222,Yok
120949,B,462,Yok
120950,D,375,Yok
120951,A,144,Yok
120952,D,140,Yok
120953,B,353,Yok
120954,C,482,Yok
120955,B,131,Yok
120956,A,282,Yok
120957,C,148,Yok
120958,A,113,Yok
120959,B,355,Yok
120960,D,265,Yok
120961,B,11,Yok
120962,D,379,Yok
120963,C,359,Yok
120964,D,391,Yok
120965,D,423,Yok
120966,C,188,Yok
120967,A,212,Yok
120968,C,122,Yok
120969,A,332,Yok
120970,C,63,Yok
120971,D,303,Yok
120972,B,294,Yok
120973,D,77,Yok
120974,A,169,Yok
120975,B,60,Yok
120976,D,409,Yok
120977,D,287,Yok
120978,B,320,Yok
120979,D,194,Yok
120980,A,347,Yok
120981,C,340,Yok
120982,A,44,Yok
120983,D,477,Yok
120984,B,465,Yok
120985,B,435,Yok
120986,B,472,Yok
120987,D,317,Yok
120988,B,91,Yok
120989,A,62,Yok
120990,A,82,Yok
120991,D,79,Yok
120992,A,152,Yok
120993,A,158,Yok
120994,B,150,Yok
120995,C,132,Yok
120996,A,207,Yok
120997,D,132,Yok
120998,B,204,Yok
120999,A,441,Yok
121000,D,14,Yok
121001,D,232,Yok
121002,B,239,Yok
121003,D,475,Yok
121004,C,487,Yok
121005,C,487,Yok
121006,A,434,Yok
121007,C,185,Yok
121008,B,81,Yok
121009,B,52,Yok
121010,A,153,Yok
121011,C,277,Yok
121012,D,481,Yok
121013,D,346,Yok
121014,C,274,Yok
121015,B,236,Yok
121016,B,229,Yok
121017,B,156,Yok
121018,B,436,Yok
121019,C,32,Yok
121020,A,25,Yok
121021,C,165,Yok
121022,C,149,Yok
121023,B,30,Yok
121024,B,262,Yok
121025,B,196,Yok
121026,A,40,Yok
121027,A,488,Yok
121028,B,227,Yok
121029,B,374,Yok
121030,C,437,Yok
121031,C,243,Yok
121032,C,56,Yok
121033,B,387,Yok
121034,C,22,Yok
121035,D,348,Yok
121036,A,375,Yok
121037,C,283,Yok
121038,A,258,Yok
121039,C,134,Yok
121040,A,45,Yok
121041,B,242,Yok
121042,D,45,Yok
121043,A,356,Yok
121044,C,397,Yok
121045,B,231,Yok
121046,D,192,Yok
121047,B,288,Yok
121048,B,461,Yok
121049,A,284,Yok
121050,D,211,Yok
121051,B,348,Yok
121052,C,491,Yok
121053,B,242,Yok
121054,C,316,Yok
121055,B,166,Yok
121056,D,386,Yok
121057,D,125,Yok
121058,D,302,Yok
121059,A,61,Yok
121060,B,395,Yok
121061,D,356,Yok
121062,C,82,Yok
121063,C,398,Yok
121064,B,38,Yok
121065,D,294,Yok
121066,A,52,Yok
121067,D,50,Yok
121068,B,64,Yok
121069,A,263,Yok
121070,C,349,Yok
121071,D,342,Yok
121072,D,297,Yok
121073,C,229,Yok
121074,B,47,Yok
121075,A,98,Yok
121076,C,325,Yok
121077,A,52,Yok
121078,B,148,Yok
121079,A,476,Yok
121080,A,445,Yok
121081,D,416,Yok
121082,C,248,Yok
121083,A,154,Yok
121084,A,132,Yok
121085,C,462,Yok
121086,C,256,Yok
121087,B,359,Yok
121088,C,455,Yok
121089,A,430,Yok
121090,D,47,Yok
121091,B,310,Yok
121092,C,448,Yok
121093,C,229,Yok
121094,C,366,Yok
121095,B,37,Yok
121096,B,372,Yok
121097,C,162,Yok
121098,B,403,Yok
121099,D,92,Yok
121100,A,203,Yok
121101,D,141,Yok
121102,A,28,Yok
121103,B,312,Yok
121104,C,283,Yok
121105,B,71,Yok
121106,D,70,Yok
121107,D,469,Yok
121108,B,256,Yok
121109,C,94,Yok
121110,C,214,Yok
121111,A,257,Yok
121112,D,329,Yok
121113,A,487,Yok
121114,B,251,Yok
121115,A,273,Yok
121116,C,368,Yok
121117,D,308,Yok
121118,C,26,Yok
121119,A,347,Yok
121120,B,243,Yok
121121,A,305,Yok
121122,C,408,Yok
121123,D,349,Yok
121124,A,56,Yok
121125,D,314,Yok
121126,D,443,Yok
121127,A,361,Yok
121128,C,424,Yok
121129,B,163,Yok
121130,C,67,Yok
121131,A,149,Yok
121132,D,127,Yok
121133,C,307,Yok
121134,B,357,Yok
121135,D,352,Yok
121136,B,435,Yok
121137,D,56,Yok
121138,B,13,Yok
121139,B,333,Yok
121140,A,167,Yok
121141,A,177,Yok
121142,D,187,Yok
121143,A,146,Yok
121144,A,355,Yok
121145,B,426,Yok
121146,D,61,Yok
121147,B,261,Yok
121148,A,182,Yok
121149,A,12,Yok
121150,C,365,Yok
121151,B,215,Yok
121152,A,11,Yok
121153,D,397,Yok
121154,D,66,Yok
121155,A,326,Yok
121156,A,238,Yok
121157,A,352,Yok
121158,D,148,Yok
121159,A,364,Yok
121160,B,107,Yok
121161,C,393,Yok
121162,C,158,Yok
121163,C,262,Yok
121164,B,132,Yok
121165,A,447,Yok
121166,C,428,Yok
121167,D,307,Yok
121168,A,402,Yok
121169,D,407,Yok
121170,C,359,Yok
121171,B,11,Yok
121172,C,218,Yok
121173,C,454,Yok
121174,A,24,Yok
121175,A,468,Yok
121176,C,122,Yok
121177,B,358,Yok
121178,D,148,Yok
121179,D,383,Yok
121180,B,450,Yok
121181,A,93,Yok
121182,C,332,Yok
121183,C,144,Yok
121184,C,266,Yok
121185,D,470,Yok
121186,B,444,Yok
121187,B,50,Yok
121188,C,376,Yok
121189,C,132,Yok
121190,B,453,Yok
121191,D,284,Yok
121192,A,199,Yok
121193,C,423,Yok
121194,B,25,Yok
121195,D,411,Yok
121196,A,40,Yok
121197,B,428,Yok
121198,C,37,Yok
121199,B,126,Yok
121200,D,131,Yok
121201,C,242,Yok
121202,B,482,Yok
121203,B,405,Yok
121204,C,377,Yok
121205,C,373,Yok
121206,D,417,Yok
121207,C,361,Yok
121208,D,480,Yok
121209,B,99,Yok
121210,C,434,Yok
121211,D,206,Yok
121212,B,327,Yok
121213,A,86,Yok
121214,B,203,Yok
121215,C,386,Yok
121216,D,189,Yok
121217,A,292,Yok
121218,D,450,Yok
121219,D,417,Yok
121220,A,77,Yok
121221,A,264,Yok
121222,D,136,Yok
121223,C,255,Yok
121224,A,73,Yok
121225,C,285,Yok
121226,A,274,Yok
121227,D,112,Yok
121228,A,72,Yok
121229,D,162,Yok
121230,A,131,Yok
121231,A,454,Yok
121232,A,51,Yok
121233,B,366,Yok
121234,A,140,Yok
121235,B,194,Yok
121236,C,454,Yok
121237,C,478,Yok
121238,A,18,Yok
121239,C,308,Yok
121240,A,180,Yok
121241,B,416,Yok
121242,C,95,Yok
121243,D,154,Yok
121244,A,406,Yok
121245,A,338,Yok
121246,C,413,Yok
121247,C,480,Yok
121248,C,348,Yok
121249,A,187,Yok
121250,D,411,Yok
121251,A,383,Yok
121252,A,447,Yok
121253,B,474,Yok
121254,A,409,Yok
121255,A,22,Yok
121256,A,222,Yok
121257,D,455,Yok
121258,C,109,Yok
121259,A,365,Yok
121260,B,393,Yok
121261,B,326,Yok
121262,C,305,Yok
121263,B,63,Yok
121264,B,217,Yok
121265,D,461,Yok
121266,A,462,Yok
121267,A,447,Yok
121268,A,323,Yok
121269,A,28,Yok
121270,A,422,Yok
121271,B,43,Yok
121272,D,398,Yok
121273,A,279,Yok
121274,B,386,Yok
121275,C,393,Yok
121276,B,88,Yok
121277,D,66,Yok
121278,A,121,Yok
121279,A,19,Yok
121280,A,232,Yok
121281,D,356,Yok
121282,C,178,Yok
121283,C,33,Yok
121284,B,478,Yok
121285,B,218,Yok
121286,A,48,Yok
121287,A,101,Yok
121288,A,93,Yok
121289,B,106,Yok
121290,A,382,Yok
121291,B,22,Yok
121292,B,200,Yok
121293,D,495,Yok
121294,A,260,Yok
121295,A,399,Yok
121296,B,357,Yok
121297,B,433,Yok
121298,B,52,Yok
121299,D,126,Yok
121300,D,209,Yok
121301,B,62,Yok
121302,D,19,Yok
121303,D,288,Yok
121304,C,489,Yok
121305,A,35,Yok
121306,B,458,Yok
121307,C,440,Yok
121308,C,383,Yok
121309,D,171,Yok
121310,B,13,Yok
121311,D,389,Yok
121312,C,423,Yok
121313,C,396,Yok
121314,C,489,Yok
121315,A,445,Yok
121316,B,457,Yok
121317,A,419,Yok
121318,C,242,Yok
121319,C,151,Yok
121320,C,255,Yok
121321,A,267,Yok
121322,D,451,Yok
121323,B,54,Yok
121324,D,59,Yok
121325,D,269,Yok
121326,C,146,Yok
121327,A,403,Yok
121328,D,237,Yok
121329,A,133,Yok
121330,A,401,Yok
121331,A,90,Yok
121332,B,324,Yok
121333,D,127,Yok
121334,C,116,Yok
121335,C,284,Yok
121336,B,31,Yok
121337,D,108,Yok
121338,C,162,Yok
121339,A,93,Yok
121340,C,62,Yok
121341,D,34,Yok
121342,A,152,Yok
121343,B,205,Yok
121344,C,292,Yok
121345,C,398,Yok
121346,B,413,Yok
121347,D,34,Yok
121348,A,468,Yok
121349,C,222,Yok
121350,D,217,Yok
121351,A,240,Yok
121352,C,461,Yok
121353,D,224,Yok
121354,D,488,Yok
121355,B,164,Yok
121356,C,175,Yok
121357,A,274,Yok
121358,C,328,Yok
121359,B,183,Yok
121360,A,129,Yok
121361,D,336,Yok
121362,B,285,Yok
121363,A,166,Yok
121364,A,285,Yok
121365,C,262,Yok
121366,D,356,Yok
121367,B,379,Yok
121368,D,193,Yok
121369,B,107,Yok
121370,C,216,Yok
121371,A,409,Yok
121372,C,173,Yok
121373,B,311,Yok
121374,D,364,Yok
121375,A,436,Yok
121376,B,425,Yok
121377,A,205,Yok
121378,A,88,Yok
121379,C,172,Yok
121380,B,137,Yok
121381,D,253,Yok
121382,C,229,Yok
121383,C,42,Yok
121384,C,427,Yok
121385,B,99,Yok
121386,B,399,Yok
121387,A,136,Yok
121388,A,76,Yok
121389,A,187,Yok
121390,A,486,Yok
121391,C,393,Yok
121392,D,242,Yok
121393,A,32,Yok
121394,B,156,Yok
121395,A,202,Yok
121396,B,311,Yok
121397,D,363,Yok
121398,C,390,Yok
121399,D,260,Yok
121400,D,33,Yok
121401,C,383,Yok
121402,B,386,Yok
121403,D,437,Yok
121404,C,258,Yok
121405,B,323,Yok
121406,B,239,Yok
121407,B,45,Yok
121408,C,394,Yok
121409,A,103,Yok
121410,C,352,Yok
121411,D,87,Yok
121412,C,304,Yok
121413,C,36,Yok
121414,D,219,Yok
121415,C,222,Yok
121416,C,174,Yok
121417,D,47,Yok
121418,A,388,Yok
121419,A,316,Yok
121420,B,92,Yok
121421,A,153,Yok
121422,C,198,Yok
121423,D,228,Yok
121424,B,385,Yok
121425,C,469,Yok
121426,B,137,Yok
121427,D,460,Yok
121428,C,266,Yok
121429,B,316,Yok
121430,B,419,Yok
121431,A,167,Yok
121432,B,154,Yok
121433,A,150,Yok
121434,A,261,Yok
121435,D,63,Yok
121436,A,256,Yok
121437,B,35,Yok
121438,A,183,Yok
121439,A,144,Yok
121440,B,25,Yok
121441,D,454,Yok
121442,D,417,Yok
121443,B,257,Yok
121444,C,395,Yok
121445,C,278,Yok
121446,B,167,Yok
121447,A,134,Yok
121448,B,324,Yok
121449,B,428,Yok
121450,C,117,Yok
121451,C,471,Yok
121452,B,186,Yok
121453,A,23,Yok
121454,D,456,Yok
121455,B,189,Yok
121456,B,100,Yok
121457,D,144,Yok
121458,C,270,Yok
121459,A,63,Yok
121460,C,130,Yok
121461,D,184,Yok
121462,D,255,Yok
121463,D,174,Yok
121464,D,184,Yok
121465,A,167,Yok
121466,B,281,Yok
121467,B,349,Yok
121468,D,116,Yok
121469,A,77,Yok
121470,D,345,Yok
121471,A,303,Yok
121472,B,399,Yok
121473,A,220,Yok
121474,B,439,Yok
121475,A,153,Yok
121476,C,73,Yok
121477,A,226,Yok
121478,D,356,Yok
121479,C,324,Yok
121480,C,355,Yok
121481,C,400,Yok
121482,C,289,Yok
121483,C,166,Yok
121484,C,478,Yok
121485,C,66,Yok
121486,A,275,Yok
121487,D,232,Yok
121488,A,299,Yok
121489,C,451,Yok
121490,C,335,Yok
121491,C,114,Yok
121492,A,295,Yok
121493,D,122,Yok
121494,D,417,Yok
121495,A,371,Yok
121496,B,220,Yok
121497,B,207,Yok
121498,D,152,Yok
121499,B,373,Yok
121500,A,369,Yok
121501,D,267,Yok
121502,D,177,Yok
121503,A,24,Yok
121504,A,31,Yok
121505,A,412,Yok
121506,C,187,Yok
121507,B,224,Yok
121508,B,109,Yok
121509,D,395,Yok
121510,B,226,Yok
121511,D,289,Yok
121512,D,67,Yok
121513,C,284,Yok
121514,D,78,Yok
121515,C,338,Yok
121516,B,406,Yok
121517,C,401,Yok
121518,A,469,Yok
121519,C,357,Yok
121520,D,28,Yok
121521,B,206,Yok
121522,D,30,Yok
121523,B,362,Yok
121524,D,242,Yok
121525,C,227,Yok
121526,D,234,Yok
121527,A,484,Yok
121528,A,332,Yok
121529,B,278,Yok
121530,B,370,Yok
121531,C,354,Yok
121532,D,12,Yok
121533,A,93,Yok
121534,C,83,Yok
121535,B,399,Yok
121536,C,268,Yok
121537,B,263,Yok
121538,B,115,Yok
121539,C,368,Yok
121540,D,133,Yok
121541,C,380,Yok
121542,B,24,Yok
121543,A,113,Yok
121544,D,127,Yok
121545,D,275,Yok
121546,A,72,Yok
121547,D,110,Yok
121548,B,414,Yok
121549,C,343,Yok
121550,B,209,Yok
121551,D,108,Yok
121552,A,447,Yok
121553,D,398,Yok
121554,B,426,Yok
121555,D,430,Yok
121556,D,44,Yok
121557,B,69,Yok
121558,D,444,Yok
121559,B,404,Yok
121560,A,102,Yok
121561,D,283,Yok
121562,A,452,Yok
121563,C,46,Yok
121564,D,65,Yok
121565,C,371,Yok
121566,A,41,Yok
121567,A,218,Yok
121568,B,75,Yok
121569,C,357,Yok
121570,C,42,Yok
121571,B,447,Yok
121572,C,471,Yok
121573,A,47,Yok
121574,A,167,Yok
121575,A,272,Yok
121576,A,365,Yok
121577,D,291,Yok
121578,B,370,Yok
121579,D,481,Yok
121580,D,314,Yok
121581,C,379,Yok
121582,B,286,Yok
121583,D,446,Yok
121584,D,87,Yok
121585,B,344,Yok
121586,A,489,Yok
121587,B,279,Yok
121588,B,489,Yok
121589,B,99,Yok
121590,A,316,Yok
121591,B,219,Yok
121592,A,203,Yok
121593,D,284,Yok
121594,D,289,Yok
121595,A,188,Yok
121596,C,34,Yok
121597,B,267,Yok
121598,D,375,Yok
121599,D,299,Yok
121600,A,258,Yok
121601,C,125,Yok
121602,C,132,Yok
121603,C,321,Yok
121604,A,438,Yok
121605,A,388,Yok
121606,B,313,Yok
121607,D,82,Yok
121608,D,171,Yok
121609,A,187,Yok
121610,D,355,Yok
121611,B,310,Yok
121612,A,241,Yok
121613,D,207,Yok
121614,C,277,Yok
121615,A,274,Yok
121616,D,403,Yok
121617,D,30,Yok
121618,B,136,Yok
121619,B,455,Yok
121620,C,473,Yok
121621,C,46,Yok
121622,C,252,Yok
121623,B,282,Yok
121624,D,428,Yok
121625,A,407,Yok
121626,A,261,Yok
121627,B,166,Yok
121628,B,213,Yok
121629,B,234,Yok
121630,B,352,Yok
121631,A,13,Yok
121632,C,135,Yok
121633,A,186,Yok
121634,B,173,Yok
121635,C,127,Yok
121636,A,148,Yok
121637,B,232,Yok
121638,B,221,Yok
121639,D,277,Yok
121640,D,397,Yok
121641,B,371,Yok
121642,A,377,Yok
121643,D,326,Yok
121644,A,128,Yok
121645,A,152,Yok
121646,D,148,Yok
121647,B,427,Yok
121648,D,12,Yok
121649,A,176,Yok
121650,C,425,Yok
121651,D,230,Yok
121652,C,30,Yok
121653,B,476,Yok
121654,D,363,Yok
121655,C,172,Yok
121656,B,219,Yok
121657,A,85,Yok
121658,B,24,Yok
